"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Tb927.1.2260",1.27482360186916e-88,1.26578100281712,0.968,0.859,1.09494599164543e-84,"early_Procyclics","Tb927.1.2260"
"Tb927.2.4210",3.99488656275311e-80,1.60218909963391,0.848,0.549,3.43120806874865e-76,"early_Procyclics","Tb927.2.4210"
"Tb927.10.8510",1.8877408875358e-78,2.20208302177219,0.582,0.209,1.6213806483045e-74,"early_Procyclics","Tb927.10.8510"
"Tb927.9.5900",6.48376541837946e-68,1.01504109205115,0.966,0.875,5.56890611784612e-64,"early_Procyclics","Tb927.9.5900"
"Tb927.1.2100",1.15645734630657e-63,1.51554576480568,0.788,0.507,9.93281214742714e-60,"early_Procyclics","Tb927.1.2100"
"Tb927.10.7090",6.02551971616844e-58,1.3165469089109,0.842,0.587,5.17531888421708e-54,"early_Procyclics","Tb927.10.7090"
"Tb927.10.8530",3.9268929052915e-57,1.44401063810358,0.797,0.497,3.37280831635487e-53,"early_Procyclics","Tb927.10.8530"
"Tb927.10.15410",2.31901695043691e-54,0.836860887654884,0.974,0.887,1.99180365873026e-50,"early_Procyclics","Tb927.10.15410"
"Tb927.7.2980",2.90295450572457e-49,1.46379740191498,0.685,0.391,2.49334762496683e-45,"early_Procyclics","Tb927.7.2980"
"Tb11.v5.0632",1.0505316561578e-48,0.679604612286246,0.997,0.994,9.02301639473937e-45,"early_Procyclics","Tb11.v5.0632"
"Tb11.v5.0153",3.79549767597103e-46,1.55381113753128,0.639,0.352,3.25995295389152e-42,"early_Procyclics","Tb11.v5.0153"
"Tb927.11.2690",4.23090261438805e-46,0.975580388136729,0.894,0.763,3.63392225549789e-42,"early_Procyclics","Tb927.11.2690"
"Tb927.10.10000",1.83516887357877e-45,1.16944631998673,0.808,0.561,1.57622654551681e-41,"early_Procyclics","Tb927.10.10000"
"Tb927.7.59701",9.27966291522907e-41,1.74552611502668,0.458,0.195,7.97030247789025e-37,"early_Procyclics","Tb927.7.5970"
"12S-rRNA",2.23057561147183e-39,0.560608789293531,0.991,0.991,1.91584139269316e-35,"early_Procyclics","12S-rRNA"
"Tb927.11.9730",5.11391549507339e-37,0.76920800787895,0.926,0.839,4.39234201871854e-33,"early_Procyclics","Tb927.11.9730"
"Tb927.5.2260",9.15092366192876e-37,2.2575070982961,0.244,0.068,7.85972833323061e-33,"early_Procyclics","Tb927.5.2260"
"Tb927.6.15201",2.25591667809839e-36,0.728144276206109,0.928,0.826,1.93760683481871e-32,"early_Procyclics","Tb927.6.1520"
"Tb927.7.5940",5.28772851550323e-36,0.718442290329216,0.948,0.85,4.54163002196572e-32,"early_Procyclics","Tb927.7.5940"
"Tb927.9.4960",7.86905455090834e-36,1.04111616327952,0.819,0.623,6.75873095377518e-32,"early_Procyclics","Tb927.9.4960"
"Tb927.5.810",1.71188902645113e-34,0.527246010121106,0.983,0.959,1.47034148481887e-30,"early_Procyclics","Tb927.5.810"
"Tb927.10.7410",4.65891855732798e-34,0.88084180025879,0.857,0.7,4.001545148889e-30,"early_Procyclics","Tb927.10.7410"
"Tb927.8.54401",1.76599541778646e-32,2.25979866338443,0.229,0.067,1.51681346433679e-28,"early_Procyclics","Tb927.8.5440"
"Tb927.9.57701",4.23230385600108e-32,0.97070276605783,0.802,0.638,3.63512578191933e-28,"early_Procyclics","Tb927.9.5770"
"Tb11.v5.1011",4.14832142956627e-31,0.843128151798252,0.877,0.768,3.56299327585447e-27,"early_Procyclics","Tb11.v5.1011"
"Tb927.10.128501",1.70562667249529e-30,0.668964758296268,0.903,0.81,1.46496274900621e-26,"early_Procyclics","Tb927.10.12850"
"Tb927.10.3280",2.02100063844626e-29,0.77392999987108,0.885,0.772,1.7358374483615e-25,"early_Procyclics","Tb927.10.3280"
"Tb927.5.1610",2.56101791118178e-29,0.781866323717503,0.891,0.8,2.19965828391403e-25,"early_Procyclics","Tb927.5.1610"
"Tb927.4.1860",5.40871157964153e-29,0.609769868683578,0.917,0.878,4.64554237575411e-25,"early_Procyclics","Tb927.4.1860"
"Tb927.10.12840",1.06588854490579e-28,0.792469893380149,0.842,0.737,9.15491671219582e-25,"early_Procyclics","Tb927.10.12840"
"Tb927.3.5050",8.88208088668213e-28,0.649060154658599,0.917,0.832,7.62881927357129e-24,"early_Procyclics","Tb927.3.5050"
"Tb927.8.6180",1.25334008442214e-27,0.886929629434772,0.84,0.703,1.07649379851017e-23,"early_Procyclics","Tb927.8.6180"
"Tb927.8.1110",3.02602443480978e-27,0.792417750065645,0.845,0.73,2.59905238705812e-23,"early_Procyclics","Tb927.8.1110"
"Tb927.10.7340",4.80092785458892e-27,1.12850888466017,0.711,0.517,4.12351693430643e-23,"early_Procyclics","Tb927.10.7340"
"Tb927.5.2160",1.91928231179795e-26,1.66878560691362,0.338,0.146,1.64847157760326e-22,"early_Procyclics","Tb927.5.2160"
"Tb927.3.590",4.05685339400694e-26,1.86125578684463,0.278,0.105,3.48443138011256e-22,"early_Procyclics","Tb927.3.590"
"Tb927.10.8520",2.68854616747981e-25,2.57741891879935,0.109,0.022,2.30919230324841e-21,"early_Procyclics","Tb927.10.8520"
"Tb927.7.1040",4.10087521481865e-25,1.03355304214107,0.656,0.464,3.52224172200774e-21,"early_Procyclics","Tb927.7.1040"
"Tb927.10.1080",2.00555654486801e-24,1.19943376336603,0.553,0.336,1.72257251638713e-20,"early_Procyclics","Tb927.10.1080"
"Tb927.11.6600",3.13141474418793e-24,1.23950545566866,0.542,0.341,2.68957212378301e-20,"early_Procyclics","Tb927.11.6600"
"Tb927.10.6370",6.00741797700959e-24,1.09847044943516,0.642,0.432,5.15977130045353e-20,"early_Procyclics","Tb927.10.6370"
"Tb927.9.58601",9.8023701636912e-24,1.01233532697861,0.625,0.429,8.41925573359438e-20,"early_Procyclics","Tb927.9.5860"
"Tb927.10.560",6.74393178083851e-23,0.841333673264627,0.774,0.615,5.7923630065622e-19,"early_Procyclics","Tb927.10.560"
"Tb927.7.7470",7.07618907365559e-23,1.67053554814368,0.321,0.145,6.07773879536278e-19,"early_Procyclics","Tb927.7.7470"
"Tb927.11.3230",8.29699724370822e-23,0.933504968291204,0.696,0.518,7.12629093262099e-19,"early_Procyclics","Tb927.11.3230"
"Tb927.2.5910",1.55693519206064e-22,1.00756315349232,0.693,0.516,1.33725163646089e-18,"early_Procyclics","Tb927.2.5910"
"Tb927.8.7740",2.34047999676757e-22,1.37853120303752,0.381,0.189,2.01023826922367e-18,"early_Procyclics","Tb927.8.7740"
"Tb927.4.2180",2.84651231015195e-22,0.936985839499757,0.705,0.536,2.44486942318951e-18,"early_Procyclics","Tb927.4.2180"
"Tb927.7.4060",6.10844002832882e-22,1.34906377274611,0.473,0.269,5.24653914033162e-18,"early_Procyclics","Tb927.7.4060"
"Tb927.10.2360",6.27712160381955e-22,0.963796343937733,0.633,0.45,5.39141974552061e-18,"early_Procyclics","Tb927.10.2360"
"Tb927.3.4360",1.31772462734937e-21,1.19782708263614,0.519,0.322,1.13179368243038e-17,"early_Procyclics","Tb927.3.4360"
"Tb927.6.4690",1.98333604033035e-21,0.938969962089926,0.685,0.497,1.70348732503974e-17,"early_Procyclics","Tb927.6.4690"
"Tb927.9.5690",2.03449114012721e-21,0.950899928346907,0.676,0.496,1.74742444025526e-17,"early_Procyclics","Tb927.9.5690"
"Tb927.11.6500",2.21961858757978e-21,0.897710224866423,0.713,0.537,1.90643040487227e-17,"early_Procyclics","Tb927.11.6500"
"Tb927.10.4570",2.59130139310605e-21,0.520174227228245,0.966,0.917,2.22566876653878e-17,"early_Procyclics","Tb927.10.4570"
"Tb927.10.1100",3.55753958036887e-21,0.828360495575934,0.765,0.634,3.05557074557882e-17,"early_Procyclics","Tb927.10.1100"
"Tb11.v5.0456",3.74991037624875e-21,1.11787762796806,0.582,0.387,3.22079802216005e-17,"early_Procyclics","Tb11.v5.0456"
"Tb927.10.11390",6.09095452349787e-21,0.631391879362614,0.84,0.734,5.23152084023232e-17,"early_Procyclics","Tb927.10.11390"
"Tb927.8.3530",7.65409391017856e-21,0.754047937608691,0.739,0.575,6.57410125945237e-17,"early_Procyclics","Tb927.8.3530"
"Tb927.6.5120",8.82836811440963e-21,1.24507206367725,0.533,0.341,7.58268537346644e-17,"early_Procyclics","Tb927.6.5120"
"Tb927.10.1090",1.89949787918396e-20,1.04607724308993,0.619,0.444,1.63147872843111e-16,"early_Procyclics","Tb927.10.1090"
"Tb927.11.11230",5.43363437227532e-20,1.00806789294822,0.642,0.489,4.66694856234727e-16,"early_Procyclics","Tb927.11.11230"
"Tb927.10.190",9.61587107089958e-20,0.96170891581166,0.659,0.482,8.25907166279565e-16,"early_Procyclics","Tb927.10.190"
"Tb927.6.720",1.10414897949694e-19,0.93058208748183,0.691,0.529,9.4835355848992e-16,"early_Procyclics","Tb927.6.720"
"Tb927.6.5040",1.41850839527058e-19,0.777721325994082,0.719,0.573,1.2183568606979e-15,"early_Procyclics","Tb927.6.5040"
"Tb927.9.11380",1.54016811767935e-19,1.23026587429161,0.427,0.237,1.32285039627479e-15,"early_Procyclics","Tb927.9.11380"
"Tb927.11.15950",1.65137216819648e-19,0.653127071754772,0.819,0.698,1.41836355526395e-15,"early_Procyclics","Tb927.11.15950"
"Tb927.4.3500",1.88086371814624e-19,1.26409479010839,0.372,0.194,1.61547384751581e-15,"early_Procyclics","Tb927.4.3500"
"Tb11.v5.0783",2.39580078071521e-19,1.66296093402252,0.258,0.11,2.05775329055629e-15,"early_Procyclics","Tb11.v5.0783"
"Tb927.10.5460",2.73655808247355e-19,1.17420365435158,0.527,0.341,2.35042973703653e-15,"early_Procyclics","Tb927.10.5460"
"Tb927.11.9720",4.88306166586645e-19,0.849652290639067,0.725,0.576,4.19406166481269e-15,"early_Procyclics","Tb927.11.9720"
"Tb927.11.8200",4.96793449905845e-19,0.643191649856848,0.837,0.74,4.2669589412413e-15,"early_Procyclics","Tb927.11.8200"
"Tb927.10.5030",5.25115696661537e-19,0.918963068728333,0.656,0.498,4.51021871862594e-15,"early_Procyclics","Tb927.10.5030"
"Tb927.7.1050",5.67418622898727e-19,0.954974506600833,0.648,0.478,4.87355855207716e-15,"early_Procyclics","Tb927.7.1050"
"Tb927.8.5260",6.69067102931518e-19,0.912877641562144,0.668,0.507,5.74661734707881e-15,"early_Procyclics","Tb927.8.5260"
"Tb927.10.14580",7.2975073125478e-19,0.739626543816481,0.791,0.654,6.26782903074731e-15,"early_Procyclics","Tb927.10.14580"
"Tb927.11.10160",8.35049320871918e-19,1.06420668118857,0.61,0.444,7.1722386169689e-15,"early_Procyclics","Tb927.11.10160"
"Tb927.11.11725",8.76313931560717e-19,1.06666982842093,0.559,0.393,7.526660358175e-15,"early_Procyclics","Tb927.11.11725"
"Tb927.11.6510",1.19443967749451e-18,1.01682971594201,0.553,0.36,1.02590423900003e-14,"early_Procyclics","Tb927.11.6510"
"Tb927.8.6038",1.27702901788156e-18,0.74474939935227,0.728,0.582,1.09684022345847e-14,"early_Procyclics","Tb927.8.6038"
"Tb927.8.1790",1.78051182358729e-18,0.761459971512205,0.785,0.691,1.52928160527912e-14,"early_Procyclics","Tb927.8.1790"
"Tb927.9.12510",2.35236122384926e-18,0.65097188625675,0.802,0.736,2.02044305516413e-14,"early_Procyclics","Tb927.9.12510"
"Tb927.10.9800",5.80633940643832e-18,0.853335356531857,0.65,0.465,4.98706491618987e-14,"early_Procyclics","Tb927.10.9800"
"Tb927.11.9710",6.26244486238785e-18,0.922360267199064,0.699,0.557,5.37881389230493e-14,"early_Procyclics","Tb927.11.9710"
"Tb927.11.9700",1.20427016292448e-17,0.923283844524125,0.65,0.49,1.03434764293583e-13,"early_Procyclics","Tb927.11.9700"
"Tb927.9.5040",6.47493669405635e-17,0.867295556331397,0.61,0.454,5.561323126525e-13,"early_Procyclics","Tb927.9.5040"
"Tb927.1.3180",9.30079059914009e-17,0.576184690256522,0.822,0.74,7.98844904560143e-13,"early_Procyclics","Tb927.1.3180"
"Tb927.10.1590",9.65749484638127e-17,0.899015131579643,0.613,0.459,8.29482232355687e-13,"early_Procyclics","Tb927.10.1590"
"Tb927.11.2410",1.60106841221864e-16,0.781082806062216,0.645,0.487,1.37515765925459e-12,"early_Procyclics","Tb927.11.2410"
"Tb11.v5.0402",2.48352382399122e-16,2.6091618919071,0.054,0.009,2.13309861242606e-12,"early_Procyclics","Tb11.v5.0402"
"Tb927.8.6036",4.05017183489621e-16,1.04810478238865,0.487,0.321,3.47869258899235e-12,"early_Procyclics","Tb927.8.6036"
"Tb927.8.6160",4.23983202918223e-16,1.17188655926056,0.427,0.264,3.64159172986462e-12,"early_Procyclics","Tb927.8.6160"
"Tb927.8.6030",1.26898739853932e-15,0.906710760163848,0.67,0.553,1.08993327660542e-11,"early_Procyclics","Tb927.8.6030"
"Tb927.6.4980",1.43489702082271e-15,0.923641152740277,0.593,0.44,1.23243305118462e-11,"early_Procyclics","Tb927.6.4980"
"Tb927.7.17001",1.6240293482739e-15,1.53536980740893,0.206,0.086,1.39487880723245e-11,"early_Procyclics","Tb927.7.1700"
"Tb927.10.13500",1.79649986170448e-15,0.569513065525867,0.805,0.698,1.54301373121798e-11,"early_Procyclics","Tb927.10.13500"
"Tb927.6.2740",2.3931528763951e-15,0.912615756795929,0.536,0.375,2.05547900553575e-11,"early_Procyclics","Tb927.6.2740"
"Tb927.3.1370",4.43206879738415e-15,0.819365382384596,0.659,0.516,3.80670389007325e-11,"early_Procyclics","Tb927.3.1370"
"Tb927.11.4300",7.0858616911078e-15,0.807967007438456,0.67,0.528,6.08604660649249e-11,"early_Procyclics","Tb927.11.4300"
"Cyb",9.40279594112941e-15,0.532532874286625,0.874,0.816,8.07606143383605e-11,"early_Procyclics","Cyb"
"Tb927.11.740",1.12696173855591e-14,0.692178315294215,0.771,0.672,9.67947437245671e-11,"early_Procyclics","Tb927.11.740"
"Tb11.v5.0381",1.7256285289358e-14,0.942762710082149,0.499,0.335,1.48214234350296e-10,"early_Procyclics","Tb11.v5.0381"
"Tb927.10.11540",1.96905419449308e-14,0.730185721206715,0.713,0.59,1.69122064765011e-10,"early_Procyclics","Tb927.10.11540"
"Tb927.10.9880",2.88265171024648e-14,0.849660523375708,0.605,0.457,2.4759095539307e-10,"early_Procyclics","Tb927.10.9880"
"Tb927.5.1820",3.04170289018521e-14,0.9096660005875,0.607,0.488,2.61251861238007e-10,"early_Procyclics","Tb927.5.1820"
"Tb927.10.15120",3.6842247825265e-14,0.922491991872157,0.527,0.361,3.16438066571201e-10,"early_Procyclics","Tb927.10.15120"
"Tb927.11.16130",4.19939672704977e-14,0.810814573135816,0.636,0.497,3.60686184886304e-10,"early_Procyclics","Tb927.11.16130"
"Tb927.7.2340",5.2011989361131e-14,0.785470559616209,0.633,0.512,4.46730976622754e-10,"early_Procyclics","Tb927.7.2340"
"Tb927.11.10340",9.5786655378015e-14,0.904549180902663,0.501,0.358,8.22711583041771e-10,"early_Procyclics","Tb927.11.10340"
"Tb927.9.15170",9.61914425046975e-14,0.822120772124205,0.559,0.393,8.26188299672847e-10,"early_Procyclics","Tb927.9.15170"
"Tb927.10.270",1.31440557592893e-13,0.852799552655428,0.585,0.439,1.12894294916536e-09,"early_Procyclics","Tb927.10.270"
"Tb927.7.1320",3.35235630596111e-13,0.804601039655749,0.607,0.475,2.87933883119e-09,"early_Procyclics","Tb927.7.1320"
"Tb927.11.6140",4.61961089332208e-13,0.83594147022277,0.622,0.504,3.96778379627433e-09,"early_Procyclics","Tb927.11.6140"
"Tb927.10.3380",6.00590718901978e-13,1.11842506803793,0.318,0.182,5.15847368464909e-09,"early_Procyclics","Tb927.10.3380"
"Tb927.10.7330",8.56995812017087e-13,1.07975613313131,0.41,0.268,7.36073702941476e-09,"early_Procyclics","Tb927.10.7330"
"Tb927.7.170",8.74681939068148e-13,1.38048681337315,0.186,0.081,7.51264317465633e-09,"early_Procyclics","Tb927.7.170"
"Tb927.7.59901",1.00930164321928e-12,1.55020977144359,0.189,0.084,8.66889181361039e-09,"early_Procyclics","Tb927.7.5990"
"Tb927.9.10100",1.02931267430177e-12,1.15370965004117,0.332,0.193,8.84076655957788e-09,"early_Procyclics","Tb927.9.10100"
"Tb927.10.5610",1.16882679697333e-12,0.634736791265598,0.702,0.612,1.00390533592039e-08,"early_Procyclics","Tb927.10.5610"
"Tb927.11.4820",1.41239726782249e-12,0.686833183394117,0.673,0.569,1.21310801333273e-08,"early_Procyclics","Tb927.11.4820"
"Tb927.11.3590",1.80165441236584e-12,0.579229421839459,0.779,0.677,1.54744097478102e-08,"early_Procyclics","Tb927.11.3590"
"Tb927.9.11410",1.86902083943215e-12,1.08353862121603,0.324,0.185,1.60530199898827e-08,"early_Procyclics","Tb927.9.11410"
"Tb927.10.4110",2.05621579733722e-12,1.2084345380654,0.37,0.232,1.76608374833294e-08,"early_Procyclics","Tb927.10.4110"
"Tb927.7.3680",2.15270993240768e-12,0.554400940356416,0.756,0.652,1.84896256094495e-08,"early_Procyclics","Tb927.7.3680"
